input_accession	downloaded_accession	assembly_name	taxid	organism_name	infraspecific_name	version_status	assembly_level	uniq_SCG_hits	perc_comp	perc_redund
GCF_000016525.1	GCF_000016525.1	ASM1652v1	420247	Methanobrevibacter smithii ATCC 35061	strain=ATCC 35061; PS; DSMZ 861	latest	Complete Genome	14	93.33	0.00
GCF_000016505.1	GCF_000016505.1	ASM1650v1	431943	Clostridium kluyveri DSM 555	strain=DSM 555	latest	Complete Genome	14	93.33	0.00
GCF_000016545.1	GCF_000016545.1	ASM1654v1	351627	Caldicellulosiruptor saccharolyticus DSM 8903	strain=DSM 8903	latest	Complete Genome	14	93.33	0.00
GCF_000016605.1	GCF_000016605.1	ASM1660v1	399549	Metallosphaera sedula DSM 5348	strain=DSM 5348	latest	Complete Genome	13	86.67	0.00
GCF_000016565.1	GCF_000016565.1	ASM1656v1	399739	Pseudomonas mendocina ymp	strain=ymp	latest	Complete Genome	14	93.33	0.00
GCF_000016645.1	GCF_000016645.1	ASM1664v1	376686	Flavobacterium johnsoniae UW101	strain=UW101; ATCC 17061	latest	Complete Genome	14	93.33	0.00
GCF_000016745.1	GCF_000016745.1	ASM1674v1	351605	Geobacter uraniireducens Rf4	strain=Rf4	latest	Complete Genome	14	93.33	0.00
GCF_000016765.1	GCF_000016765.1	ASM1676v1	392499	Sphingomonas wittichii RW1	strain=RW1	latest	Complete Genome	14	93.33	0.00
GCF_000016825.1	GCF_000016825.1	ASM1682v1	557436	Lactobacillus reuteri DSM 20016	strain=DSM 20016	latest	Complete Genome	14	93.33	0.00
GCF_000016905.1	GCF_000016905.1	ASM1690v1	391009	Thermosipho melanesiensis BI429	strain=BI429	latest	Complete Genome	14	93.33	0.00
GCF_000016985.1	GCF_000016985.1	ASM1698v1	293826	Alkaliphilus metalliredigens QYMF	strain=QYMF	latest	Complete Genome	14	93.33	0.00
GCF_000017005.1	GCF_000017005.1	ASM1700v1	467705	Streptococcus gordonii str. Challis substr. CH1	strain=Challis substr. CH1	latest	Complete Genome	14	93.33	0.00
GCF_000017185.1	GCF_000017185.1	ASM1718v1	419665	Methanococcus aeolicus Nankai-3	strain=Nankai-3	latest	Complete Genome	14	93.33	0.00
GCF_000017165.1	GCF_000017165.1	ASM1716v1	406327	Methanococcus vannielii SB	strain=SB	latest	Complete Genome	14	93.33	0.00
GCF_000017225.1	GCF_000017225.1	ASM1722v1	426368	Methanococcus maripaludis C7	strain=C7	latest	Complete Genome	14	93.33	0.00
GCF_000017245.1	GCF_000017245.1	ASM1724v1	339671	Actinobacillus succinogenes 130Z	strain=130Z	latest	Complete Genome	14	93.33	0.00
GCF_000017265.1	GCF_000017265.1	ASM1726v1	450851	Phenylobacterium zucineum HLK1	strain=HLK1	latest	Complete Genome	14	93.33	0.00
GCF_000017305.1	GCF_000017305.1	ASM1730v1	266940	Kineococcus radiotolerans SRS30216 = ATCC BAA-149	strain=SRS30216	latest	Complete Genome	14	93.33	0.00
GCF_000017405.1	GCF_000017405.1	ASM1740v1	439375	Ochrobactrum anthropi ATCC 49188	strain=ATCC 49188	latest	Complete Genome	14	93.33	0.00
GCF_000017425.1	GCF_000017425.1	ASM1742v1	315749	Bacillus cytotoxicus NVH 391-98	strain=NVH 391-98	latest	Complete Genome	14	93.33	0.00
GCF_000017465.2	GCF_000017465.2	ASM1746v2	360105	Campylobacter curvus 525.92	strain=525.92	latest	Complete Genome	14	93.33	0.00
GCF_000017545.1	GCF_000017545.1	ASM1754v1	381764	Fervidobacterium nodosum Rt17-B1	strain=Rt17-B1	latest	Complete Genome	14	93.33	0.00
GCF_000017565.1	GCF_000017565.1	ASM1756v1	402881	Parvibaculum lavamentivorans DS-1	strain=DS-1	latest	Complete Genome	14	93.33	0.00
GCF_000017585.1	GCF_000017585.1	ASM1758v1	360107	Campylobacter hominis ATCC BAA-381	strain=ATCC BAA-381	latest	Complete Genome	14	93.33	0.00
GCF_000017625.1	GCF_000017625.1	ASM1762v1	456442	Methanoregula boonei 6A8	strain=6A8	latest	Complete Genome	14	93.33	0.00
GCF_000017645.1	GCF_000017645.1	ASM1764v1	78245	Xanthobacter autotrophicus Py2	strain=Py2	latest	Complete Genome	13	86.67	0.00
GCF_000017685.1	GCF_000017685.1	ASM1768v1	456481	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'	strain=Patoc 1 (Paris)	latest	Complete Genome	14	93.33	0.00
GCF_000017705.1	GCF_000017705.1	ASM1770v1	338187	Vibrio campbellii ATCC BAA-1116	strain=ATCC BAA-1116; BB120	latest	Complete Genome	14	93.33	0.00
GCF_000017805.1	GCF_000017805.1	ASM1780v1	383372	Roseiflexus castenholzii DSM 13941	strain=DSM 13941	latest	Complete Genome	14	93.33	0.00
GCF_000017865.1	GCF_000017865.1	ASM1786v1	416591	Pseudothermotoga lettingae TMO	strain=TMO	latest	Complete Genome	14	93.33	0.00
GCF_000017945.1	GCF_000017945.1	ASM1794v1	453591	Ignicoccus hospitalis KIN4/I	strain=KIN4/I	latest	Complete Genome	14	93.33	0.00
GCF_000018025.1	GCF_000018025.1	ASM1802v1	425104	Shewanella sediminis HAW-EB3	strain=HAW-EB3	latest	Complete Genome	14	93.33	0.00
GCF_000018205.1	GCF_000018205.1	ASM1820v1	293614	Rickettsia akari str. Hartford	strain=Hartford	latest	Complete Genome	14	93.33	0.00
GCF_000018145.1	GCF_000018145.1	ASM1814v1	398580	Dinoroseobacter shibae DFL 12 = DSM 16493	strain=DFL 12	latest	Complete Genome	14	93.33	0.00
GCF_000018105.1	GCF_000018105.1	ASM1810v1	329726	Acaryochloris marina MBIC11017	strain=MBIC11017	latest	Complete Genome	14	93.33	0.00
GCF_000018265.1	GCF_000018265.1	ASM1826v1	391037	Salinispora arenicola CNS-205	strain=CNS-205	latest	Complete Genome	14	93.33	0.00
GCF_000018305.1	GCF_000018305.1	ASM1830v1	397948	Caldivirga maquilingensis IC-167	strain=IC-167	latest	Complete Genome	14	93.33	0.00
GCF_000018285.1	GCF_000018285.1	ASM1828v1	398579	Shewanella pealeana ATCC 700345	strain=ATCC 700345	latest	Complete Genome	14	93.33	0.00
GCF_000018325.1	GCF_000018325.1	ASM1832v1	350688	Alkaliphilus oremlandii OhILAs	strain=OhILAs	latest	Complete Genome	14	93.33	0.00
GCF_000018365.1	GCF_000018365.1	ASM1836v1	523850	Thermococcus onnurineus NA1	strain=NA1	latest	Complete Genome	14	93.33	0.00
GCF_000018605.1	GCF_000018605.1	ASM1860v1	403833	Petrotoga mobilis SJ95	strain=SJ95	latest	Complete Genome	14	93.33	0.00
GCF_000018405.1	GCF_000018405.1	ASM1840v1	96561	Desulfococcus oleovorans Hxd3	strain=Hxd3	latest	Complete Genome	14	93.33	0.00
GCF_000018665.1	GCF_000018665.1	ASM1866v1	398578	Delftia acidovorans SPH-1	strain=SPH-1	latest	Complete Genome	14	93.33	0.00
GCF_000018685.1	GCF_000018685.1	ASM1868v1	357809	Lachnoclostridium phytofermentans ISDg	strain=ISDg	latest	Complete Genome	14	93.33	0.00
GCF_000018785.1	GCF_000018785.1	ASM1878v1	441768	Acholeplasma laidlawii PG-8A	strain=PG-8A	latest	Complete Genome	14	93.33	0.00
GCF_000018885.1	GCF_000018885.1	ASM1888v1	288705	Renibacterium salmoninarum ATCC 33209	strain=ATCC 33209	latest	Complete Genome	14	93.33	0.00
GCF_000018945.1	GCF_000018945.1	ASM1894v1	309803	Thermotoga neapolitana DSM 4359	strain=DSM 4359	latest	Complete Genome	14	93.33	0.00
GCF_000019165.1	GCF_000019165.1	ASM1916v1	498761	Heliobacterium modesticaldum Ice1	strain=Ice1; ATCC 51547	latest	Complete Genome	14	93.33	0.00
GCF_000019205.1	GCF_000019205.1	ASM1920v1	306263	Campylobacter lari RM2100	strain=RM2100; ATCC BAA-1060D	latest	Complete Genome	14	93.33	0.00
GCF_000019225.1	GCF_000019225.1	ASM1922v1	498211	Cellvibrio japonicus Ueda107	strain=Ueda107	latest	Complete Genome	14	93.33	0.00
GCF_000019285.1	GCF_000019285.1	ASM1928v1	484022	Francisella philomiragia subsp. philomiragia ATCC 25017	strain=ATCC 25017	latest	Complete Genome	14	93.33	0.00
GCF_000019345.1	GCF_000019345.1	ASM1934v1	505682	Ureaplasma parvum serovar 3 str. ATCC 27815	strain=ATCC 27815	latest	Complete Genome	14	93.33	0.00
GCF_000019405.1	GCF_000019405.1	ASM1940v1	228400	Histophilus somni 2336	strain=2336	latest	Complete Genome	14	93.33	0.00
GCF_000019665.1	GCF_000019665.1	ASM1966v1	481448	Methylacidiphilum infernorum V4	strain=V4	latest	Complete Genome	14	93.33	0.00
GCF_000019585.2	GCF_000019585.2	ASM1958v2	360094	Xanthomonas oryzae pv. oryzae PXO99A	strain=PXO99A	latest	Complete Genome	14	93.33	0.00
GCF_000019685.1	GCF_000019685.1	ASM1968v1	412419	Borrelia duttonii Ly	strain=Ly	latest	Complete Genome	14	93.33	0.00
GCF_000019725.1	GCF_000019725.1	ASM1972v1	426355	Methylobacterium radiotolerans JCM 2831	strain=JCM 2831	latest	Complete Genome	14	93.33	0.00
GCF_000019745.1	GCF_000019745.1	ASM1974v1	452638	Polynucleobacter necessarius STIR1	strain=STIR1	latest	Complete Genome	14	93.33	0.00
GCF_000019785.1	GCF_000019785.1	ASM1978v1	395495	Leptothrix cholodnii SP-6	strain=SP-6	latest	Complete Genome	14	93.33	0.00
GCF_000019845.1	GCF_000019845.1	ASM1984v1	395963	Beijerinckia indica subsp. indica ATCC 9039	strain=ATCC 9039	latest	Complete Genome	14	93.33	0.00
GCF_000019905.1	GCF_000019905.1	ASM1990v1	262543	Exiguobacterium sibiricum 255-15	strain=255-15	latest	Complete Genome	14	93.33	0.00
GCF_000019945.1	GCF_000019945.1	ASM1994v1	441620	Methylorubrum populi BJ001	strain=BJ001	latest	Complete Genome	14	93.33	0.00
GCF_000020005.1	GCF_000020005.1	ASM2000v1	457570	Natranaerobius thermophilus JW/NM-WN-LF	strain=JW/NM-WN-LF	latest	Complete Genome	14	93.33	0.00
GCF_000019965.1	GCF_000019965.1	ASM1996v1	452637	Opitutus terrae PB90-1	strain=PB90-1	latest	Complete Genome	14	93.33	0.00
GCF_000020025.1	GCF_000020025.1	ASM2002v1	63737	Nostoc punctiforme PCC 73102	strain=ATCC 29133; PCC 73102	latest	Complete Genome	14	93.33	0.00
GCF_000020045.1	GCF_000020045.1	ASM2004v1	391038	Paraburkholderia phymatum STM815	strain=STM815	latest	Complete Genome	14	93.33	0.00
GCF_000020065.1	GCF_000020065.1	ASM2006v1	243272	Mycoplasma arthritidis 158L3-1	strain=158L3-1	latest	Complete Genome	14	93.33	0.00
GCF_000020145.1	GCF_000020145.1	ASM2014v1	445932	Elusimicrobium minutum Pei191	strain=Pei191	latest	Complete Genome	14	93.33	0.00
GCF_000020305.1	GCF_000020305.1	ASM2030v1	320483	Anaplasma marginale str. Florida	strain=Florida	latest	Complete Genome	13	86.67	0.00
GCF_000020225.1	GCF_000020225.1	ASM2022v1	349741	Akkermansia muciniphila ATCC BAA-835	strain=ATCC BAA-835	latest	Complete Genome	14	93.33	0.00
GCF_000020205.1	GCF_000020205.1	ASM2020v1	402626	Ralstonia pickettii 12J	strain=12J	latest	Complete Genome	14	93.33	0.00
GCF_000020165.1	GCF_000020165.1	ASM2016v1	935198	Clostridium botulinum B str. Eklund 17B (NRP)	strain=Eklund 17B	latest	Complete Genome	14	93.33	0.00
GCF_000020365.1	GCF_000020365.1	ASM2036v1	177437	Desulfobacterium autotrophicum HRM2	strain=HRM2	latest	Complete Genome	14	93.33	0.00
GCF_000020385.1	GCF_000020385.1	ASM2038v1	398767	Geobacter lovleyi SZ	strain=SZ	latest	Complete Genome	14	93.33	0.00
GCF_000020465.1	GCF_000020465.1	ASM2046v1	290315	Chlorobium limicola DSM 245	strain=DSM 245	latest	Complete Genome	14	93.33	0.00
GCF_000020505.1	GCF_000020505.1	ASM2050v1	517417	Chlorobaculum parvum NCIB 8327	strain=NCIB 8327	latest	Complete Genome	13	86.67	0.00
GCF_000020485.1	GCF_000020485.1	ASM2048v1	373903	Halothermothrix orenii H 168	strain=H 168; DSM 9562	latest	Complete Genome	14	93.33	0.00
GCF_000020525.1	GCF_000020525.1	ASM2052v1	517418	Chloroherpeton thalassium ATCC 35110	strain=ATCC 35110	latest	Complete Genome	14	93.33	0.00
GCF_000020545.1	GCF_000020545.1	ASM2054v1	331678	Chlorobium phaeobacteroides BS1	strain=BS1	latest	Complete Genome	14	93.33	0.00
GCF_000020605.1	GCF_000020605.1	ASM2060v1	515619	[Eubacterium] rectale ATCC 33656	strain=ATCC 33656	latest	Complete Genome	14	93.33	0.00
GCF_000020625.1	GCF_000020625.1	ASM2062v1	290512	Prosthecochloris aestuarii DSM 271	strain=DSM 271	latest	Complete Genome	14	93.33	0.00
GCF_000020645.1	GCF_000020645.1	ASM2064v1	324925	Pelodictyon phaeoclathratiforme BU-1	strain=BU-1	latest	Complete Genome	14	93.33	0.00
GCF_000020685.1	GCF_000020685.1	ASM2068v1	546414	Deinococcus deserti VCD115	strain=VCD115	latest	Complete Genome	14	93.33	0.00
GCF_000020905.1	GCF_000020905.1	ASM2090v1	490899	Desulfurococcus amylolyticus 1221n	strain=1221n	latest	Complete Genome	14	93.33	0.00
GCF_000020725.1	GCF_000020725.1	ASM2072v1	404380	Geobacter bemidjiensis Bem	strain=Bem	latest	Complete Genome	14	93.33	0.00
GCF_000020945.1	GCF_000020945.1	ASM2094v1	309798	Coprothermobacter proteolyticus DSM 5265	strain=DSM 5265	latest	Complete Genome	14	93.33	0.00
GCF_000020965.1	GCF_000020965.1	ASM2096v1	309799	Dictyoglomus thermophilum H-6-12	strain=H-6-12; ATCC 35947	latest	Complete Genome	14	93.33	0.00
GCF_000021285.1	GCF_000021285.1	ASM2128v1	484019	Thermosipho africanus TCF52B	strain=TCF52B	latest	Complete Genome	14	93.33	0.00
GCF_000021025.1	GCF_000021025.1	ASM2102v1	557598	Laribacter hongkongensis HLHK9	strain=HLHK9	latest	Complete Genome	14	93.33	0.00
GCF_000021325.1	GCF_000021325.1	ASM2132v1	272568	Gluconacetobacter diazotrophicus PA1 5	NA	latest	Complete Genome	14	93.33	0.00
GCF_000021345.1	GCF_000021345.1	ASM2134v1	395492	Rhizobium leguminosarum bv. trifolii WSM2304	strain=WSM2304	latest	Complete Genome	14	93.33	0.00
GCF_000021485.1	GCF_000021485.1	ASM2148v1	243159	Acidithiobacillus ferrooxidans ATCC 23270	strain=ATCC 23270	latest	Complete Genome	14	93.33	0.00
GCF_000021545.1	GCF_000021545.1	ASM2154v1	204536	Sulfurihydrogenibium azorense Az-Fu1	strain=Az-Fu1	latest	Complete Genome	14	93.33	0.00
GCF_000021385.1	GCF_000021385.1	ASM2138v1	883	Desulfovibrio vulgaris str. 'Miyazaki F'	strain=Miyazaki F	latest	Complete Genome	14	93.33	0.00
GCF_000021565.1	GCF_000021565.1	ASM2156v1	123214	Persephonella marina EX-H1	strain=EX-H1	latest	Complete Genome	14	93.33	0.00
GCF_000021725.1	GCF_000021725.1	ASM2172v1	598659	Nautilia profundicola AmH	strain=AmH	latest	Complete Genome	14	93.33	0.00
GCF_000021685.1	GCF_000021685.1	ASM2168v1	309801	Thermomicrobium roseum DSM 5159	strain=DSM 5159	latest	Complete Genome	14	93.33	0.00
GCF_000021865.1	GCF_000021865.1	ASM2186v1	272942	Rhodobacter capsulatus SB 1003	strain=SB 1003	latest	Complete Genome	14	93.33	0.00
GCF_000021745.1	GCF_000021745.1	ASM2174v1	395965	Methylocella silvestris BL2	strain=BL2	latest	Complete Genome	14	93.33	0.00
GCF_000021885.1	GCF_000021885.1	ASM2188v1	557723	Glaesserella parasuis SH0165	strain=SH0165	latest	Complete Genome	14	93.33	0.00
GCF_000021925.1	GCF_000021925.1	ASM2192v1	272564	Desulfitobacterium hafniense DCB-2	strain=DCB-2	latest	Complete Genome	14	93.33	0.00
GCF_000021945.1	GCF_000021945.1	ASM2194v1	326427	Chloroflexus aggregans DSM 9485	strain=DSM 9485	latest	Complete Genome	14	93.33	0.00
GCF_000021965.1	GCF_000021965.1	ASM2196v1	521011	Methanosphaerula palustris E1-9c	strain=E1-9c	latest	Complete Genome	14	93.33	0.00
GCF_000021985.1	GCF_000021985.1	ASM2198v1	396588	Thioalkalivibrio sulfidiphilus HL-EbGr7	strain=HL-EbGR7	latest	Complete Genome	14	93.33	0.00
GCF_000022025.1	GCF_000022025.1	ASM2202v1	452863	Pseudarthrobacter chlorophenolicus A6	strain=A6	latest	Complete Genome	14	93.33	0.00
GCF_000022065.1	GCF_000022065.1	ASM2206v1	394503	Ruminiclostridium cellulolyticum H10	strain=H10; ATCC 35319	latest	Complete Genome	14	93.33	0.00
GCF_000022125.1	GCF_000022125.1	ASM2212v1	525146	Desulfovibrio desulfuricans ATCC 27774	strain=ATCC 27774	latest	Complete Genome	13	86.67	0.00
GCF_000022085.1	GCF_000022085.1	ASM2208v1	460265	Methylobacterium nodulans ORS 2060	strain=ORS 2060	latest	Complete Genome	14	93.33	0.00
GCF_000022145.1	GCF_000022145.1	ASM2214v1	455488	Anaeromyxobacter dehalogenans 2CP-1	strain=2CP-1	latest	Complete Genome	14	93.33	0.00
GCF_000022205.1	GCF_000022205.1	ASM2220v1	416348	Halorubrum lacusprofundi ATCC 49239	strain=ATCC 49239	latest	Complete Genome	14	93.33	6.67
GCF_000022265.1	GCF_000022265.1	ASM2226v1	316067	Geobacter daltonii FRC-32	strain=FRC-32	latest	Complete Genome	14	93.33	0.00
GCF_000022325.1	GCF_000022325.1	ASM2232v1	521460	Caldicellulosiruptor bescii DSM 6725	strain=DSM 6725	latest	Complete Genome	14	93.33	0.00
GCF_000022525.1	GCF_000022525.1	ASM2252v1	434131	Neorickettsia risticii str. Illinois	strain=Illinois	latest	Complete Genome	14	93.33	0.00
GCF_000022385.1	GCF_000022385.1	ASM2238v1	429572	Sulfolobus islandicus L.S.2.15	strain=L.S.2.15	latest	Complete Genome	14	93.33	0.00
GCF_000022545.1	GCF_000022545.1	ASM2254v1	604354	Thermococcus sibiricus MM 739	strain=MM 739	latest	Complete Genome	14	93.33	0.00
GCF_000022565.1	GCF_000022565.1	ASM2256v1	240015	Acidobacterium capsulatum ATCC 51196	strain=ATCC 51196	latest	Complete Genome	14	93.33	0.00
GCF_000022725.1	GCF_000022725.1	ASM2272v1	634504	Bartonella grahamii as4aup	strain=as4aup	latest	Complete Genome	14	93.33	0.00
GCF_000022905.1	GCF_000022905.1	ASM2290v1	548476	Corynebacterium aurimucosum ATCC 700975	NA	latest	Complete Genome	14	93.33	0.00
GCF_000022965.1	GCF_000022965.1	ASM2296v1	555970	Bifidobacterium animalis subsp. lactis DSM 10140	strain=DSM 10140	latest	Complete Genome	14	93.33	0.00
GCF_000023025.1	GCF_000023025.1	ASM2302v1	377629	Teredinibacter turnerae T7901	strain=T7901	latest	Complete Genome	14	93.33	0.00
GCF_000023065.1	GCF_000023065.1	ASM2306v1	595494	Tolumonas auensis DSM 9187	strain=DSM 9187	latest	Complete Genome	14	93.33	0.00
GCF_000023105.1	GCF_000023105.1	ASM2310v1	471853	Beutenbergia cavernae DSM 12333	strain=DSM 12333	latest	Complete Genome	14	93.33	0.00
GCF_000023125.1	GCF_000023125.1	ASM2312v1	471854	Dyadobacter fermentans DSM 18053	strain=DSM 18053	latest	Complete Genome	14	93.33	0.00
GCF_000023145.1	GCF_000023145.1	ASM2314v1	645127	Corynebacterium kroppenstedtii DSM 44385	strain=DSM 44385	latest	Complete Genome	14	93.33	0.00
GCF_000023205.1	GCF_000023205.1	ASM2320v1	465515	Micrococcus luteus NCTC 2665	strain=NCTC 2665	latest	Complete Genome	14	93.33	0.00
GCF_000023225.1	GCF_000023225.1	ASM2322v1	525897	Desulfomicrobium baculatum DSM 4028	strain=DSM 4028	latest	Complete Genome	14	93.33	0.00
GCF_000023245.1	GCF_000023245.1	ASM2324v1	446462	Actinosynnema mirum DSM 43827	strain=DSM 43827	latest	Complete Genome	14	93.33	0.00
GCF_000023265.1	GCF_000023265.1	ASM2326v1	525909	Acidimicrobium ferrooxidans DSM 10331	strain=DSM 10331	latest	Complete Genome	13	86.67	0.00
GCF_000023285.1	GCF_000023285.1	ASM2328v1	521097	Capnocytophaga ochracea DSM 7271	strain=DSM 7271	latest	Complete Genome	14	93.33	0.00
GCF_000023325.1	GCF_000023325.1	ASM2332v1	521045	Kosmotoga olearia TBF 19.5.1	strain=TBF 19.5.1	latest	Complete Genome	14	93.33	0.00
GCF_000023445.1	GCF_000023445.1	ASM2344v1	526222	Desulfovibrio salexigens DSM 2638	strain=DSM 2638	latest	Complete Genome	14	93.33	0.00
GCF_000023465.1	GCF_000023465.1	ASM2346v1	655815	Zunongwangia profunda SM-A87	strain=SMA-87	latest	Complete Genome	14	93.33	0.00
GCF_000023605.1	GCF_000023605.1	ASM2360v1	561230	Pectobacterium carotovorum subsp. carotovorum PC1	strain=PC1	latest	Complete Genome	14	93.33	0.00
GCF_000023705.1	GCF_000023705.1	ASM2370v1	583345	Methylotenera mobilis JLW8	strain=JLW8	latest	Complete Genome	14	93.33	0.00
GCF_000023745.1	GCF_000023745.1	ASM2374v1	582744	Methylovorus glucosetrophus SIP3-4	strain=SIP3-4	latest	Complete Genome	14	93.33	0.00
GCF_000023785.1	GCF_000023785.1	ASM2378v1	582402	Hirschia baltica ATCC 49814	NA	latest	Complete Genome	14	93.33	0.00
GCF_000023845.1	GCF_000023845.1	ASM2384v1	469378	Cryptobacterium curtum DSM 15641	strain=DSM 15641	latest	Complete Genome	14	93.33	0.00
GCF_000023825.1	GCF_000023825.1	ASM2382v1	485917	Pedobacter heparinus DSM 2366	strain=DSM 2366	latest	Complete Genome	14	93.33	0.00
GCF_000023865.1	GCF_000023865.1	ASM2386v1	471857	Saccharomonospora viridis DSM 43017	strain=DSM 43017	latest	Complete Genome	14	93.33	0.00
GCF_000023905.1	GCF_000023905.1	ASM2390v1	523794	Leptotrichia buccalis C-1013-b	strain=DSM 1135	latest	Complete Genome	14	93.33	0.00
GCF_000023885.1	GCF_000023885.1	ASM2388v1	471855	Slackia heliotrinireducens DSM 20476	strain=DSM 20476	latest	Complete Genome	14	93.33	0.00
GCF_000023925.1	GCF_000023925.1	ASM2392v1	478801	Kytococcus sedentarius DSM 20547	strain=DSM 20547	latest	Complete Genome	14	93.33	0.00
GCF_000023945.1	GCF_000023945.1	ASM2394v1	519442	Halorhabdus utahensis DSM 12940	strain=DSM 12940	latest	Complete Genome	14	93.33	6.67
GCF_000023965.1	GCF_000023965.1	ASM2396v1	485914	Halomicrobium mukohataei DSM 12286	strain=DSM 12286	latest	Complete Genome	13	86.67	6.67
GCF_000023985.1	GCF_000023985.1	ASM2398v1	573064	Methanocaldococcus fervens AG86	strain=AG86	latest	Complete Genome	14	93.33	0.00
GCF_000024005.1	GCF_000024005.1	ASM2400v1	485918	Chitinophaga pinensis DSM 2588	strain=DSM 2588	latest	Complete Genome	14	93.33	0.00
GCF_000024025.1	GCF_000024025.1	ASM2402v1	479433	Catenulispora acidiphila DSM 44928	strain=DSM 44928	latest	Complete Genome	14	93.33	0.00
GCF_000024065.1	GCF_000024065.1	ASM2406v1	471856	Jonesia denitrificans DSM 20603	strain=DSM 20603	latest	Complete Genome	14	93.33	0.00
GCF_000024085.1	GCF_000024085.1	ASM2408v1	523791	Kangiella koreensis DSM 16069	strain=DSM 16069	latest	Complete Genome	14	93.33	0.00
GCF_000024105.1	GCF_000024105.1	ASM2410v1	525919	Anaerococcus prevotii DSM 20548	strain=DSM 20548	latest	Complete Genome	14	93.33	0.00
GCF_000024125.1	GCF_000024125.1	ASM2412v1	313596	Robiginitalea biformata HTCC2501	strain=HTCC2501	latest	Complete Genome	14	93.33	0.00
GCF_000024185.1	GCF_000024185.1	ASM2418v1	634498	Methanobrevibacter ruminantium M1	strain=M1	latest	Complete Genome	14	93.33	0.00
GCF_000024205.1	GCF_000024205.1	ASM2420v1	485916	Desulfofarcimen acetoxidans DSM 771	strain=DSM 771	latest	Complete Genome	14	93.33	0.00
GCF_000024225.1	GCF_000024225.1	ASM2422v1	521095	Atopobium parvulum DSM 20469	strain=DSM 20469	latest	Complete Genome	14	93.33	0.00
GCF_000024285.1	GCF_000024285.1	ASM2428v1	521098	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	strain=DSM 446	latest	Complete Genome	14	93.33	0.00
GCF_000024265.1	GCF_000024265.1	ASM2426v1	479437	Eggerthella lenta DSM 2243	strain=DSM 2243	latest	Complete Genome	14	93.33	0.00
GCF_000024325.1	GCF_000024325.1	ASM2432v1	485915	Desulfohalobium retbaense DSM 5692	strain=DSM 5692	latest	Complete Genome	14	93.33	0.00
